地铁线,区,点编号,地铁点,纬度,经度,边的起点编号,边的终点编号,起点纬度,起点经度,终点纬度,终点经度,,,,
12,虹口区,21,大连路,31.25823756,121.4493002,343,343,31.25823756,121.5128632,31.26446074,121.5237231,31.26134915,121.5182932,0.00311159,0.06899295
12,杨浦区,22,江浦公园,31.26446074,121.4493002,344,344,31.26446074,121.5237231,31.26844662,121.5324456,31.26645368,121.5280844,0.00199294,0.07878415
12,杨浦区,23,宁国路,31.26844662,121.4493002,345,345,31.26844662,121.5324456,31.27511057,121.5444128,31.2717786,121.5384292,0.003331975,0.089129
12,杨浦区,24,隆昌路,31.27511057,121.4493002,346,346,31.27511057,121.5444128,31.28001444,121.553038,31.27756251,121.5487254,0.002451935,0.0994252
12,杨浦区,25,爱国路,31.28001444,121.4493002,347,347,31.28001444,121.553038,31.28076929,121.5611374,31.28039187,121.5570877,0.000377425,0.1077875
12,杨浦区,26,复兴岛,31.28076929,121.4493002,348,348,31.28076929,121.5611374,31.28252663,121.5793235,31.28164796,121.5702305,0.00087867,0.12093025
12,浦东新区,27,东陆路,31.28252663,121.4493002,349,349,31.28252663,121.5793235,31.28040924,121.589025,31.28146794,121.5841743,-0.001058695,0.13487405
12,浦东新区,28,巨峰路,31.28040924,121.4493002,350,350,31.28040924,121.589025,31.28006426,121.6028729,31.28023675,121.595949,-0.00017249,0.14664875
12,浦东新区,29,杨高北路,31.28006426,121.4493002,351,351,31.28006426,121.6028729,31.27976014,121.6156225,31.2799122,121.6092477,-0.00015206,0.1599475
12,浦东新区,30,金京路,31.27976014,121.4493002,352,352,31.27976014,121.6156225,31.28021177,121.6272076,31.27998596,121.6214151,0.000225815,0.17211485
12,浦东新区,31,申江路,31.28021177,121.4493002,353,353,31.28021177,121.6272076,31.26332221,121.6387973,31.27176699,121.6330025,-0.00844478,0.18370225
12,浦东新区,32,金海路,31.26332221,121.4493002,354,354,31.26332221,121.6387973,31.26332221,121.6387973,31.26332221,121.6387973,0,0.1894971
13,嘉定区,1,金运路,31.24099845,121.4493002,355,355,31.24099845,121.3195947,31.24106026,121.3348731,31.24102936,121.3272339,3.0905E-05,-0.1220663
13,嘉定区,2,金沙江西路,31.24106026,121.4493002,356,356,31.24106026,121.3348731,31.24246578,121.3552906,31.24176302,121.3450819,0.00070276,-0.10421835
13,嘉定区,3,丰庄,31.24246578,121.4493002,357,357,31.24246578,121.3552906,31.23746561,121.3673263,31.2399657,121.3613085,-0.002500085,-0.08799175
13,普陀区,4,祁连山南路,31.23746561,121.4493002,358,358,31.23746561,121.3673263,31.23226365,121.3818935,31.23486463,121.3746099,-0.00260098,-0.0746903
13,普陀区,5,真北路,31.23226365,121.4493002,359,359,31.23226365,121.3818935,31.23175348,121.3946693,31.23200857,121.3882814,-0.000255085,-0.0610188
13,普陀区,6,大渡河路,31.23175348,121.4493002,360,360,31.23175348,121.3946693,31.23190043,121.4128068,31.23182696,121.4037381,7.3475E-05,-0.04556215
13,普陀区,7,金沙江路,31.23190043,121.4493002,361,361,31.23190043,121.4128068,31.23047565,121.423568,31.23118804,121.4181874,-0.00071239,-0.0311128
13,普陀区,8,隆德路,31.23047565,121.4493002,362,362,31.23047565,121.423568,31.23426955,121.4305895,31.2323726,121.4270788,0.00189695,-0.02222145
13,静安区,9,武宁路,31.23426955,121.4493002,363,363,31.23426955,121.4305895,31.24036936,121.4383441,31.23731946,121.4344668,0.003049905,-0.0148334
13,普陀区,10,长寿路,31.24036936,121.4493002,364,364,31.24036936,121.4383441,31.24438929,121.4447653,31.24237933,121.4415547,0.002009965,-0.0077455
13,普陀区,11,江宁路,31.24438929,121.4493002,365,365,31.24438929,121.4447653,31.24113482,121.4587262,31.24276206,121.4517458,-0.001627235,0.00244555
13,静安区,12,汉中路,31.24113482,121.4493002,366,366,31.24113482,121.4587262,31.23636473,121.4624996,31.23874978,121.4606129,-0.002385045,0.0113127
13,静安区,13,自然博物馆,31.23636473,121.4493002,367,367,31.23636473,121.4624996,31.22802912,121.4594448,31.23219693,121.4609722,-0.004167805,0.011672
13,静安区,14,南京西路,31.22802912,121.4493002,368,368,31.22802912,121.4594448,31.22009712,121.4641898,31.22406312,121.4618173,-0.003966,0.0125171
13,黄浦区,15,淮海中路,31.22009712,121.4493002,369,369,31.22009712,121.4641898,31.21609416,121.4751688,31.21809564,121.4696793,-0.00200148,0.0203791
13,黄浦区,16,新天地,31.21609416,121.4493002,370,370,31.21609416,121.4751688,31.20977316,121.4768318,31.21293366,121.4760003,-0.0031605,0.0267001
13,黄浦区,17,马当路,31.20977316,121.4493002,371,371,31.20977316,121.4768318,31.1973739,121.4816804,31.20357353,121.4792561,-0.00619963,0.0299559
13,黄浦区,18,世博会博物馆,31.1973739,121.4493002,372,372,31.1973739,121.4816804,31.18281738,121.4842876,31.19009564,121.482984,-0.00727826,0.0336838
13,浦东新区,19,世博大道,31.18281738,121.4493002,373,373,31.18281738,121.4842876,31.17459207,121.4860976,31.17870473,121.4851926,-0.004112655,0.0358924
13,浦东新区,20,长清路,31.17459207,121.4493002,374,374,31.17459207,121.4860976,31.17097822,121.4968219,31.17278515,121.4914598,-0.001806925,0.04215955
13,浦东新区,21,成山路,31.17097822,121.4493002,375,375,31.17097822,121.4968219,31.17269373,121.5114486,31.17183598,121.5041353,0.000857755,0.05483505
13,浦东新区,22,东明路,31.17269373,121.4493002,376,376,31.17269373,121.5114486,31.17642379,121.5266093,31.17455876,121.519029,0.00186503,0.06972875
13,浦东新区,23,华鹏路,31.17642379,121.4493002,377,377,31.17642379,121.5266093,31.17923314,121.5403718,31.17782847,121.5334906,0.001404675,0.08419035
13,浦东新区,24,下南路,31.17923314,121.4493002,378,378,31.17923314,121.5403718,31.18012998,121.5523677,31.17968156,121.5463698,0.00044842,0.09706955
13,浦东新区,25,北蔡,31.18012998,121.4493002,379,379,31.18012998,121.5523677,31.17500392,121.5576437,31.17756695,121.5550057,-0.00256303,0.1057055
13,浦东新区,26,陈春路,31.17500392,121.4493002,380,380,31.17500392,121.5576437,31.16899807,121.5664168,31.172001,121.5620303,-0.003002925,0.11273005
13,浦东新区,27,莲溪路,31.16899807,121.4493002,381,381,31.16899807,121.5664168,31.17514612,121.5823246,31.1720721,121.5743707,0.003074025,0.1250705
13,浦东新区,28,华夏中路,31.17514612,121.4493002,382,382,31.17514612,121.5823246,31.1788775,121.6020565,31.17701181,121.5921906,0.00186569,0.14289035
13,浦东新区,29,中科路,31.1788775,121.4493002,383,383,31.1788775,121.6020565,31.1834628,121.6144209,31.18117015,121.6082387,0.00229265,0.1589385
13,浦东新区,30,学林路,31.1834628,121.4493002,384,384,31.1834628,121.6144209,31.18920755,121.6289488,31.18633518,121.6216849,0.002872375,0.17238465
13,浦东新区,31,张江路,31.18920755,121.4493002,385,385,31.18920755,121.6289488,31.18920755,121.6289488,31.18920755,121.6289488,0,0.1796486
磁悬浮,浦东新区,1,龙阳路,31.20282889,121.4493002,386,386,31.20282889,121.5575192,31.14973379,121.8065901,31.17628134,121.6820547,-0.02654755,0.23275445
磁悬浮,浦东新区,2,浦东国际机场,31.15080179,121.4493002,387,387,31.15080179,121.8058171,31.14973379,121.8065901,31.15026779,121.8062036,-0.000534,0.3569034
16,浦东新区,1,龙阳路,31.20282889,121.4493002,388,388,31.20282889,121.5575192,31.17514612,121.5823246,31.18898751,121.5699219,-0.013841385,0.1206217
16,浦东新区,2,华夏中路,31.17514612,121.4493002,389,389,31.17514612,121.5823246,31.15343091,121.5931113,31.16428852,121.587718,-0.010857605,0.13841775
16,浦东新区,3,罗山路,31.15343091,121.4493002,390,390,31.15343091,121.5931113,31.10984923,121.6070206,31.13164007,121.600066,-0.02179084,0.15076575
16,浦东新区,4,周浦,31.10984923,121.4493002,391,391,31.10984923,121.6070206,31.07800226,121.6112524,31.09392575,121.6091365,-0.015923485,0.1598363
16,浦东新区,5,鹤沙航城,31.07800226,121.4493002,392,392,31.07800226,121.6112524,31.05491834,121.6175346,31.0664603,121.6143935,-0.01154196,0.1650933
16,浦东新区,6,航头东,31.05491834,121.4493002,393,393,31.05491834,121.6175346,31.04545606,121.6489247,31.0501872,121.6332297,-0.00473114,0.18392945
16,浦东新区,7,新场,31.04545606,121.4493002,394,394,31.04545606,121.6489247,31.05036087,121.6992601,31.04790847,121.6740924,0.002452405,0.2247922
16,浦东新区,8,野生动物园,31.05036087,121.4493002,395,395,31.05036087,121.6992601,31.05373961,121.7617496,31.05205024,121.7305049,0.00168937,0.28120465
16,浦东新区,9,惠南,31.05373961,121.4493002,396,396,31.05373961,121.7617496,31.02648536,121.7938621,31.04011249,121.7778059,-0.013627125,0.32850565
16,浦东新区,10,惠南东,31.02648536,121.4493002,397,397,31.02648536,121.7938621,30.95935567,121.8506228,30.99292052,121.8222425,-0.033564845,0.37294225
16,浦东新区,11,书院,30.95935567,121.4493002,398,398,30.95935567,121.8506228,30.92348085,121.9108535,30.94141826,121.8807382,-0.01793741,0.43143795
16,浦东新区,12,临港大道,30.92348085,121.4493002,399,399,30.92348085,121.9108535,30.90697439,121.9298949,30.91522762,121.9203742,-0.00825323,0.471074
16,浦东新区,13,滴水湖,30.90697439,121.4493002,400,400,30.90697439,121.9298949,30.90697439,121.9298949,30.90697439,121.9298949,0,0.4805947
17,闵行区,1,虹桥火车站,31.19396321,121.4493002,401,401,31.19396321,121.3214749,31.19177754,121.2931324,31.19287038,121.3073037,-0.001092835,-0.14199655
17,青浦区,2,诸光路,31.19177754,121.4493002,402,402,31.19177754,121.2931324,31.18657563,121.2785758,31.18917659,121.2858541,-0.002600955,-0.1634461
17,青浦区,3,蟠龙路,31.18657563,121.4493002,403,403,31.18657563,121.2785758,31.17831406,121.2540285,31.18244485,121.2663022,-0.004130785,-0.18299805
17,青浦区,4,徐盈路,31.17831406,121.4493002,404,404,31.17831406,121.2540285,31.17547474,121.2416622,31.1768944,121.2478454,-0.00141966,-0.20145485
17,青浦区,5,徐泾北城,31.17547474,121.4493002,405,405,31.17547474,121.2416622,31.16400915,121.2240663,31.16974195,121.2328643,-0.005732795,-0.21643595
17,青浦区,6,嘉松中路,31.16400915,121.4493002,406,406,31.16400915,121.2240663,31.16114078,121.1921337,31.16257497,121.2081,-0.001434185,-0.2412002
17,青浦区,7,赵巷,31.16114078,121.4493002,407,407,31.16114078,121.1921337,31.16121071,121.1517867,31.16117575,121.1719602,3.4965E-05,-0.27734
17,青浦区,8,汇金路,31.16121071,121.4493002,408,408,31.16121071,121.1517867,31.15880359,121.1253577,31.16000715,121.1385722,-0.00120356,-0.310728
17,青浦区,9,青浦新城,31.15880359,121.4493002,409,409,31.15880359,121.1253577,31.16041894,121.0966999,31.15961127,121.1110288,0.000807675,-0.3382714
17,青浦区,10,漕盈路,31.16041894,121.4493002,410,410,31.16041894,121.0966999,31.13437264,121.0820541,31.14739579,121.089377,-0.01302315,-0.3599232
17,青浦区,11,淀山湖大道,31.13437264,121.4493002,411,411,31.13437264,121.0820541,31.10041767,121.0490582,31.11739516,121.0655562,-0.016977485,-0.38374405
17,青浦区,12,朱家角,31.10041767,121.4493002,412,412,31.10041767,121.0490582,31.09847508,121.0196081,31.09944638,121.0343332,-0.000971295,-0.41496705
17,青浦区,13,东方绿舟,31.09847508,121.4493002,413,413,31.09847508,121.0196081,31.09847508,121.0196081,31.09847508,121.0196081,0,-0.4296921
浦江线,闵行区,1,沈杜公路,31.0613754,121.4493002,414,414,31.0613754,121.512494,31.0560851,121.5275197,31.05873025,121.5200069,-0.00264515,0.07070665
浦江线,闵行区,2,三鲁公路,31.0560851,121.4493002,415,415,31.0560851,121.5275197,31.04805547,121.5304428,31.05207029,121.5289813,-0.004014815,0.07968105
浦江线,闵行区,3,闵瑞路,31.04805547,121.4493002,416,416,31.04805547,121.5304428,31.04101547,121.5307218,31.04453547,121.5305823,-0.00352,0.0812821
浦江线,闵行区,4,浦航路,31.04101547,121.4493002,417,417,31.04101547,121.5307218,31.03039181,121.5322169,31.03570364,121.5314694,-0.00531183,0.08216915
浦江线,闵行区,5,东城一路,31.03039181,121.4493002,418,418,31.03039181,121.5322169,31.02527887,121.5246731,31.02783534,121.528445,-0.00255647,0.0791448
浦江线,闵行区,6,汇臻路,31.02527887,121.4493002,419,419,31.02527887,121.5246731,31.02527887,121.5246731,31.02527887,121.5246731,0,0.0753729
