地铁线,区,点编号,地铁点,纬度,经度,边的起点编号,边的终点编号,起点纬度,起点经度,终点纬度,终点经度,,,,
7,普陀区,20,新村路,31.26390395,121.4226003,172,172,31.26390395,121.4226003,31.27393537,121.423062,31.26891966,121.4228312,0.00501571,0.00023085
7,宝山区,21,大华三路,31.27393537,121.423062,173,173,31.27393537,121.423062,31.28497297,121.4216377,31.27945417,121.4223499,0.0055188,-0.00071215
7,宝山区,22,行知路,31.28497297,121.4216377,174,174,31.28497297,121.4216377,31.29363226,121.4164733,31.28930262,121.4190555,0.004329645,-0.0025822
7,宝山区,23,大场镇,31.29363226,121.4164733,175,175,31.29363226,121.4164733,31.30374729,121.4136972,31.29868978,121.4150853,0.005057515,-0.00138805
7,宝山区,24,场中路,31.30374729,121.4136972,176,176,31.30374729,121.4136972,31.31468752,121.408531,31.30921741,121.4111141,0.005470115,-0.0025831
7,宝山区,25,上大路,31.31468752,121.408531,177,177,31.31468752,121.408531,31.32154832,121.3987661,31.31811792,121.4036486,0.0034304,-0.00488245
7,宝山区,26,南陈路,31.32154832,121.3987661,178,178,31.32154832,121.3987661,31.32054135,121.3888825,31.32104484,121.3938243,-0.000503485,-0.0049418
7,宝山区,27,上海大学,31.32054135,121.3888825,179,179,31.32054135,121.3888825,31.35131182,121.3823026,31.33592659,121.3855926,0.015385235,-0.00328995
7,宝山区,28,顾村公园,31.35131182,121.3823026,180,180,31.35131182,121.3823026,31.35766,121.3622915,31.35448591,121.3722971,0.00317409,-0.01000555
7,宝山区,29,刘行,31.35766,121.3622915,181,181,31.35766,121.3622915,31.36417975,121.3558277,31.36091988,121.3590596,0.003259875,-0.0032319
7,宝山区,30,潘广路,31.36417975,121.3558277,182,182,31.36417975,121.3558277,31.38858677,121.3575143,31.37638326,121.356671,0.01220351,0.0008433
7,宝山区,31,罗南新村,31.38858677,121.3575143,183,183,31.38858677,121.3575143,31.40193225,121.3499029,31.39525951,121.3537086,0.00667274,-0.0038057
7,宝山区,32,美兰湖,31.40193225,121.3499029,184,184,31.40193225,121.3499029,31.40193225,121.3499029,31.40193225,121.3499029,0,0
8,闵行区,1,沈杜公路,31.0613754,121.512494,185,185,31.0613754,121.512494,31.07353012,121.5106519,31.06745276,121.511573,0.00607736,-0.00092105
8,闵行区,2,联航路,31.07353012,121.5106519,186,186,31.07353012,121.5106519,31.08425969,121.5086371,31.07889491,121.5096445,0.005364785,-0.0010074
8,闵行区,3,江月路,31.08425969,121.5086371,187,187,31.08425969,121.5086371,31.096569,121.5063374,31.09041435,121.5074873,0.006154655,-0.00114985
8,闵行区,4,浦江镇,31.096569,121.5063374,188,188,31.096569,121.5063374,31.11910917,121.4981735,31.10783909,121.5022555,0.011270085,-0.00408195
8,闵行区,5,芦恒路,31.11910917,121.4981735,189,189,31.11910917,121.4981735,31.14130474,121.4895869,31.13020696,121.4938802,0.011097785,-0.0042933
8,浦东新区,6,凌兆新村,31.14130474,121.4895869,190,190,31.14130474,121.4895869,31.15356324,121.4805833,31.14743399,121.4850851,0.00612925,-0.0045018
8,浦东新区,7,东方体育中心,31.15356324,121.4805833,191,191,31.15356324,121.4805833,31.16105997,121.4937134,31.15731161,121.4871484,0.003748365,0.00656505
8,浦东新区,8,杨思,31.16105997,121.4937134,192,192,31.16105997,121.4937134,31.17097822,121.4968219,31.1660191,121.4952677,0.004959125,0.00155425
8,浦东新区,9,成山路,31.17097822,121.4968219,193,193,31.17097822,121.4968219,31.17853222,121.4945949,31.17475522,121.4957084,0.003777,-0.0011135
8,浦东新区,10,耀华路,31.17853222,121.4945949,194,194,31.17853222,121.4945949,31.18529726,121.4937098,31.18191474,121.4941524,0.00338252,-0.00044255
8,浦东新区,11,中华艺术宫,31.18529726,121.4937098,195,195,31.18529726,121.4937098,31.20203815,121.4894752,31.19366771,121.4915925,0.008370445,-0.0021173
8,黄浦区,12,西藏南路,31.20203815,121.4894752,196,196,31.20203815,121.4894752,31.2126262,121.482997,31.20733218,121.4862361,0.005294025,-0.0032391
8,黄浦区,13,陆家浜路,31.2126262,121.482997,197,197,31.2126262,121.482997,31.2190502,121.483491,31.2158382,121.483244,0.003212,0.000247
8,黄浦区,14,老西门,31.2190502,121.483491,198,198,31.2190502,121.483491,31.22737647,121.4793096,31.22321334,121.4814003,0.004163135,-0.0020907
8,黄浦区,15,大世界,31.22737647,121.4793096,199,199,31.22737647,121.4793096,31.23277805,121.4745619,31.23007726,121.4769358,0.00270079,-0.00237385
8,黄浦区,16,人民广场,31.23277805,121.4745619,200,200,31.23277805,121.4745619,31.24246587,121.4716148,31.23762196,121.4730884,0.00484391,-0.00147355
8,静安区,17,曲阜路,31.24246587,121.4716148,201,201,31.24246587,121.4716148,31.25310875,121.4688984,31.24778731,121.4702566,0.00532144,-0.0013582
8,静安区,18,中兴路,31.25310875,121.4688984,202,202,31.25310875,121.4688984,31.26347576,121.4687134,31.25829226,121.4688059,0.005183505,-9.25E-05
8,静安区,19,西藏北路,31.26347576,121.4687134,203,203,31.26347576,121.4687134,31.27138451,121.4791715,31.26743014,121.4739425,0.003954375,0.00522905
8,虹口区,20,虹口足球场,31.27138451,121.4791715,204,204,31.27138451,121.4791715,31.27652161,121.490764,31.27395306,121.4849678,0.00256855,0.00579625
8,虹口区,21,曲阳路,31.27652161,121.490764,205,205,31.27652161,121.490764,31.27491371,121.5014451,31.27571766,121.4961046,-0.00080395,0.00534055
8,虹口区,22,四平路,31.27491371,121.5014451,206,206,31.27491371,121.5014451,31.27325101,121.5096483,31.27408236,121.5055467,-0.00083135,0.0041016
8,杨浦区,23,鞍山新村,31.27325101,121.5096483,207,207,31.27325101,121.5096483,31.27509701,121.5182483,31.27417401,121.5139483,0.000923,0.0043
8,杨浦区,24,江浦路,31.27509701,121.5182483,208,208,31.27509701,121.5182483,31.27883247,121.5284024,31.27696474,121.5233254,0.00186773,0.00507705
8,杨浦区,25,黄兴路,31.27883247,121.5284024,209,209,31.27883247,121.5284024,31.28836701,121.5349334,31.28359974,121.5316679,0.00476727,0.0032655
8,杨浦区,26,延吉中路,31.28836701,121.5349334,210,210,31.28836701,121.5349334,31.29570933,121.5332231,31.29203817,121.5340783,0.00367116,-0.00085515
8,杨浦区,27,黄兴公园,31.29570933,121.5332231,211,211,31.29570933,121.5332231,31.30495212,121.5320114,31.30033073,121.5326173,0.004621395,-0.00060585
8,杨浦区,28,翔殷路,31.30495212,121.5320114,212,212,31.30495212,121.5320114,31.3148497,121.5320882,31.30990091,121.5320498,0.00494879,3.84E-05
8,杨浦区,29,嫩江路,31.3148497,121.5320882,213,213,31.3148497,121.5320882,31.32267413,121.5320273,31.31876192,121.5320578,0.003912215,-3.045E-05
8,杨浦区,30,市光路,31.32267413,121.5320273,214,214,31.32267413,121.5320273,31.32267413,121.5320273,31.32267413,121.5320273,0,0
9,浦东新区,1,曹路,31.27168616,121.6827839,215,215,31.27168616,121.6827839,31.26839236,121.6681594,31.27003926,121.6754717,-0.0016469,-0.00731225
9,浦东新区,2,民雷路,31.26839236,121.6681594,216,216,31.26839236,121.6681594,31.26606162,121.6565871,31.26722699,121.6623733,-0.00116537,-0.00578615
9,浦东新区,3,顾唐路,31.26606162,121.6565871,217,217,31.26606162,121.6565871,31.26332221,121.6387973,31.26469192,121.6476922,-0.001369705,-0.0088949
9,浦东新区,4,金海路,31.26332221,121.6387973,218,218,31.26332221,121.6387973,31.26427215,121.6285357,31.26379718,121.6336665,0.00047497,-0.0051308
9,浦东新区,5,金吉路,31.26427215,121.6285357,219,219,31.26427215,121.6285357,31.26064825,121.6112296,31.2624602,121.6198827,-0.00181195,-0.00865305
9,浦东新区,6,金桥,31.26064825,121.6112296,220,220,31.26064825,121.6112296,31.25257698,121.597839,31.25661262,121.6045343,-0.004035635,-0.0066953
9,浦东新区,7,台儿庄路,31.25257698,121.597839,221,221,31.25257698,121.597839,31.24086589,121.5777495,31.24672144,121.5877943,-0.005855545,-0.01004475
9,浦东新区,8,蓝天路,31.24086589,121.5777495,222,222,31.24086589,121.5777495,31.23151532,121.5585466,31.23619061,121.5681481,-0.004675285,-0.00960145
9,浦东新区,9,芳甸路,31.23151532,121.5585466,223,223,31.23151532,121.5585466,31.22747633,121.5487189,31.22949583,121.5536328,-0.002019495,-0.00491385
9,浦东新区,10,杨高中路,31.22747633,121.5487189,224,224,31.22747633,121.5487189,31.22891984,121.5269903,31.22819809,121.5378546,0.000721755,-0.0108643
9,浦东新区,11,世纪大道,31.22891984,121.5269903,225,225,31.22891984,121.5269903,31.23040264,121.5163292,31.22966124,121.5216598,0.0007414,-0.00533055
9,浦东新区,12,商城路,31.23040264,121.5163292,226,226,31.23040264,121.5163292,31.21701133,121.4982976,31.22370699,121.5073134,-0.006695655,-0.0090158
9,黄浦区,13,小南门,31.21701133,121.4982976,227,227,31.21701133,121.4982976,31.2116442,121.48612,31.21432777,121.4922088,-0.002683565,-0.0060888
9,黄浦区,14,陆家浜,31.2116442,121.48612,228,228,31.2116442,121.48612,31.20977316,121.4768318,31.21070868,121.4814759,-0.00093552,-0.0046441
9,黄浦区,15,马当路,31.20977316,121.4768318,229,229,31.20977316,121.4768318,31.20616524,121.4688764,31.2079692,121.4728541,-0.00180396,-0.0039777
9,黄浦区,16,打浦桥,31.20616524,121.4688764,230,230,31.20616524,121.4688764,31.20251692,121.4608704,31.20434108,121.4648734,-0.00182416,-0.004003
9,徐汇区,17,嘉善路,31.20251692,121.4608704,231,231,31.20251692,121.4608704,31.19921507,121.4501452,31.200866,121.4555078,-0.001650925,-0.0053626
9,徐汇区,18,肇嘉浜路,31.19921507,121.4501452,232,232,31.19921507,121.4501452,31.19432018,121.4368161,31.19676763,121.4434807,-0.002447445,-0.00666455
9,徐汇区,19,徐家汇,31.19432018,121.4368161,233,233,31.19432018,121.4368161,31.1863361,121.4272028,31.19032814,121.4320095,-0.00399204,-0.00480665
9,徐汇区,20,宜山路,31.1863361,121.4272028,234,234,31.1863361,121.4272028,31.17495691,121.4184958,31.18064651,121.4228493,-0.005689595,-0.0043535
9,徐汇区,21,桂林路,31.17495691,121.4184958,235,235,31.17495691,121.4184958,31.17052667,121.3977727,31.17274179,121.4081343,-0.00221512,-0.01036155
9,徐汇区,22,漕河泾开发区,31.17052667,121.3977727,236,236,31.17052667,121.3977727,31.16648958,121.3846734,31.16850813,121.3912231,-0.002018545,-0.00654965
9,闵行区,23,合川路,31.16648958,121.3846734,237,237,31.16648958,121.3846734,31.15820445,121.3689773,31.16234702,121.3768254,-0.004142565,-0.00784805
9,闵行区,24,星中路,31.15820445,121.3689773,238,238,31.15820445,121.3689773,31.15546628,121.3495158,31.15683537,121.3592466,-0.001369085,-0.00973075
9,闵行区,25,七宝,31.15546628,121.3495158,239,239,31.15546628,121.3495158,31.14938336,121.3376295,31.15242482,121.3435727,-0.00304146,-0.00594315
9,闵行区,26,中春路,31.14938336,121.3376295,240,240,31.14938336,121.3376295,31.13723903,121.3194955,31.1433112,121.3285625,-0.006072165,-0.009067
9,松江区,27,九亭,31.13723903,121.3194955,241,241,31.13723903,121.3194955,31.1183245,121.2603654,31.12778177,121.2899305,-0.009457265,-0.02956505
9,松江区,28,泗泾,31.1183245,121.2603654,242,242,31.1183245,121.2603654,31.1044565,121.2297088,31.1113905,121.2450371,-0.006934,-0.0153283
9,松江区,29,佘山,31.1044565,121.2297088,243,243,31.1044565,121.2297088,31.08447291,121.2305039,31.09446471,121.2301064,-0.009991795,0.00039755
9,松江区,30,洞泾,31.08447291,121.2305039,244,244,31.08447291,121.2305039,31.05413179,121.2326895,31.06930235,121.2315967,-0.01517056,0.0010928
9,松江区,31,松江大学城,31.05413179,121.2326895,245,245,31.05413179,121.2326895,31.03029664,121.2307473,31.04221422,121.2317184,-0.011917575,-0.0009711
9,松江区,32,松江新城,31.03029664,121.2307473,246,246,31.03029664,121.2307473,31.01613309,121.2305612,31.02321487,121.2306543,-0.007081775,-9.305E-05
9,松江区,33,松江体育中心,31.01613309,121.2305612,247,247,31.01613309,121.2305612,31.00108383,121.2291393,31.00860846,121.2298503,-0.00752463,-0.00071095
9,松江区,34,醉白池,31.00108383,121.2291393,248,248,31.00108383,121.2291393,30.98497924,121.2307852,30.99303154,121.2299623,-0.008052295,0.00082295
9,松江区,35,松江南站,30.98497924,121.2307852,249,249,30.98497924,121.2307852,30.98497924,121.2307852,30.98497924,121.2307852,0,0
10,杨浦区,1,新江湾城,31.32881374,121.5065964,250,250,31.32881374,121.5065964,31.32190174,121.5069704,31.32535774,121.5067834,-0.003456,0.000187
10,杨浦区,2,殷高东路,31.32190174,121.5069704,251,251,31.32190174,121.5069704,31.31314603,121.5080141,31.31752389,121.5074923,-0.004377855,0.00052185
10,杨浦区,3,三门路,31.31314603,121.5080141,252,252,31.31314603,121.5080141,31.30399176,121.5135049,31.3085689,121.5107595,-0.004577135,0.0027454
10,杨浦区,4,江湾体育场,31.30399176,121.5135049,253,253,31.30399176,121.5135049,31.29808439,121.514649,31.30103808,121.514077,-0.002953685,0.00057205
10,杨浦区,5,五角场,31.29808439,121.514649,254,254,31.29808439,121.514649,31.28931339,121.510225,31.29369889,121.512437,-0.0043855,-0.002212
10,杨浦区,6,国权路,31.28931339,121.510225,255,255,31.28931339,121.510225,31.28257536,121.5064796,31.28594438,121.5083523,-0.003369015,-0.0018727
10,杨浦区,7,同济大学,31.28257536,121.5064796,256,256,31.28257536,121.5064796,31.27491371,121.5014451,31.27874454,121.5039624,-0.003830825,-0.00251725
10,虹口区,8,四平路,31.27491371,121.5014451,257,257,31.27491371,121.5014451,31.26853888,121.4942687,31.2717263,121.4978569,-0.003187415,-0.0035882
10,虹口区,9,邮电新村,31.26853888,121.4942687,258,258,31.26853888,121.4942687,31.25921487,121.4890396,31.26387688,121.4916542,-0.004662005,-0.00261455
10,虹口区,10,海伦路,31.25921487,121.4890396,259,259,31.25921487,121.4890396,31.25200004,121.4842275,31.25560746,121.4866336,-0.003607415,-0.00240605
10,虹口区,11,四川北路,31.25200004,121.4842275,260,260,31.25200004,121.4842275,31.24434517,121.4822152,31.24817261,121.4832214,-0.003827435,-0.00100615
10,静安区,12,天潼路,31.24434517,121.4822152,261,261,31.24434517,121.4822152,31.23799308,121.4842783,31.24116913,121.4832468,-0.003176045,0.00103155
10,黄浦区,13,南京东路,31.23799308,121.4842783,262,262,31.23799308,121.4842783,31.22826047,121.4873206,31.23312678,121.4857995,-0.004866305,0.00152115
10,黄浦区,14,豫园,31.22826047,121.4873206,263,263,31.22826047,121.4873206,31.2190502,121.483491,31.22365534,121.4854058,-0.004605135,-0.0019148
10,黄浦区,15,老西门,31.2190502,121.483491,264,264,31.2190502,121.483491,31.21609416,121.4751688,31.21757218,121.4793299,-0.00147802,-0.0041611
10,黄浦区,16,新天地,31.21609416,121.4751688,265,265,31.21609416,121.4751688,31.21596312,121.4591278,31.21602864,121.4671483,-6.552E-05,-0.0080205
10,徐汇区,17,陕西南路,31.21596312,121.4591278,266,266,31.21596312,121.4591278,31.2080727,121.444336,31.21201791,121.4517319,-0.00394521,-0.0073959
10,徐汇区,18,上海图书馆,31.2080727,121.444336,267,267,31.2080727,121.444336,31.20210453,121.4346434,31.20508862,121.4394897,-0.002984085,-0.0048463
10,长宁区,19,交通大学,31.20210453,121.4346434,268,268,31.20210453,121.4346434,31.19691457,121.4216066,31.19950955,121.428125,-0.00259498,-0.0065184
10,长宁区,20,虹桥路,31.19691457,121.4216066,269,269,31.19691457,121.4216066,31.19612537,121.4126398,31.19651997,121.4171232,-0.0003946,-0.0044834
10,长宁区,21,宋园路,31.19612537,121.4126398,270,270,31.19612537,121.4126398,31.19872417,121.4041437,31.19742477,121.4083918,0.0012994,-0.00424805
10,长宁区,22,伊犁路,31.19872417,121.4041437,271,271,31.19872417,121.4041437,31.19930548,121.3918766,31.19901483,121.3980102,0.000290655,-0.00613355
10,长宁区,23,水城路,31.19930548,121.3918766,272,272,31.19930548,121.3918766,31.19439154,121.3801396,31.19684851,121.3860081,-0.00245697,-0.0058685
10,长宁区,24,龙溪路,31.19439154,121.3801396,273,273,31.19439154,121.3801396,31.19020743,121.3683155,31.19229949,121.3742276,-0.002092055,-0.00591205
10,长宁区,25,上海动物园,31.19020743,121.3683155,274,274,31.19020743,121.3683155,31.19142825,121.3469401,31.19081784,121.3576278,0.00061041,-0.0106877
10,长宁区,26,虹桥1号航站楼,31.19142825,121.3469401,275,275,31.19142825,121.3469401,31.19379121,121.3261359,31.19260973,121.336538,0.00118148,-0.0104021
10,闵行区,27,虹桥2号航站楼 ,31.19379121,121.3261359,276,276,31.19379121,121.3261359,31.19396321,121.3214749,31.19387721,121.3238054,8.6E-05,-0.0023305
10,闵行区,28,虹桥火车站,31.19396321,121.3214749,277,277,31.19396321,121.3214749,31.19396321,121.3214749,31.19396321,121.3214749,0,0
10,长宁区,29,龙溪路,31.19439154,121.3801396,421,421,31.19439154,121.3801396,31.17764082,121.3703416,31.18601618,121.3752406,-0.00837536,-0.004899
10,闵行区,30,龙柏新村,31.17764082,121.3703416,278,278,31.17764082,121.3703416,31.16976964,121.3643825,31.17370523,121.3673621,-0.00393559,-0.00297955
10,闵行区,31,紫藤路,31.16976964,121.3643825,279,279,31.16976964,121.3643825,31.16542845,121.3549263,31.16759905,121.3596544,-0.002170595,-0.0047281
10,闵行区,32,航中路,31.16542845,121.3549263,280,280,31.16542845,121.3549263,31.16542845,121.3549263,31.16542845,121.3549263,0,0
11,浦东新区,1,迪士尼,31.14131721,121.6680224,700,700,31.14131721,121.6680224,31.13037687,121.6173612,31.13584704,121.6426918,-0.00547017,-0.0253306
11,浦东新区,2,康新公路,31.13037687,121.6173612,281,281,31.13037687,121.6173612,31.13818803,121.5984834,31.13428245,121.6079223,0.00390558,-0.0094389
11,浦东新区,3,秀沿路,31.13818803,121.5984834,282,282,31.13818803,121.5984834,31.15343091,121.5931113,31.14580947,121.5957974,0.00762144,-0.00268605
11,浦东新区,4,罗山路,31.15343091,121.5931113,283,283,31.15343091,121.5931113,31.15822176,121.570688,31.15582634,121.5818997,0.002395425,-0.01121165
11,浦东新区,5,御桥,31.15822176,121.570688,284,284,31.15822176,121.570688,31.14647172,121.5231464,31.15234674,121.5469172,-0.00587502,-0.0237708
11,浦东新区,6,浦三路,31.15091596,121.5391288,286,286,31.15091596,121.5391288,31.14647172,121.5231464,31.14869384,121.5311376,-0.00222212,-0.0079912
11,浦东新区,7,三林东,31.14647172,121.5231464,287,287,31.14647172,121.5231464,31.14301226,121.511623,31.14474199,121.5173847,-0.00172973,-0.0057617
11,浦东新区,8,三林,31.14301226,121.511623,600,600,31.14301226,121.511623,31.15356324,121.4805833,31.14828775,121.4961032,0.00527549,-0.01551985
11,浦东新区,9,东方体育中心,31.15356324,121.4805833,288,288,31.15356324,121.4805833,31.15988948,121.4597451,31.15672636,121.4701642,0.00316312,-0.0104191
11,徐汇区,10,龙耀路,31.15988948,121.4597451,291,291,31.15988948,121.4597451,31.16677267,121.4584485,31.16333108,121.4590968,0.003441595,-0.0006483
11,徐汇区,11,云锦路,31.16677267,121.4584485,289,289,31.16677267,121.4584485,31.1728329,121.4528911,31.16980279,121.4556698,0.003030115,-0.0027787
11,徐汇区,12,龙华,31.1728329,121.4528911,290,290,31.1728329,121.4528911,31.17924884,121.4415415,31.17604087,121.4472163,0.00320797,-0.0056748
11,徐汇区,13,上海游泳馆,31.17924884,121.4415415,292,292,31.17924884,121.4415415,31.20210453,121.4346434,31.19067669,121.4380925,0.011427845,-0.00344905
11,长宁区,14,交通大学,31.20210453,121.4346434,293,293,31.20210453,121.4346434,31.19432018,121.4368161,31.19821236,121.4357298,-0.003892175,0.00108635
11,徐汇区,15,徐家汇,31.19432018,121.4368161,294,294,31.19432018,121.4368161,31.22020369,121.4312836,31.20726194,121.4340499,0.012941755,-0.00276625
11,长宁区,16,江苏路,31.22020369,121.4312836,295,295,31.22020369,121.4312836,31.23047565,121.423568,31.22533967,121.4274258,0.00513598,-0.0038578
11,普陀区,17,隆德路,31.23047565,121.423568,296,296,31.23047565,121.423568,31.23858343,121.4179058,31.23452954,121.4207369,0.00405389,-0.0028311
11,普陀区,18,曹杨路,31.23858343,121.4179058,297,297,31.23858343,121.4179058,31.24190091,121.4111658,31.24024217,121.4145358,0.00165874,-0.00337
11,普陀区,19,枫桥路,31.24190091,121.4111658,298,298,31.24190091,121.4111658,31.25070487,121.4072632,31.24630289,121.4092145,0.00440198,-0.0019513
11,普陀区,20,真如,31.25070487,121.4072632,299,299,31.25070487,121.4072632,31.26272711,121.4009163,31.25671599,121.4040898,0.00601112,-0.00317345
11,普陀区,21,上海西站,31.26272711,121.4009163,300,300,31.26272711,121.4009163,31.2689701,121.3900418,31.26584861,121.3954791,0.003121495,-0.00543725
11,普陀区,22,李子园,31.2689701,121.3900418,301,301,31.2689701,121.3900418,31.27154853,121.3759071,31.27025932,121.3829745,0.001289215,-0.00706735
11,普陀区,23,祁连山路,31.27154853,121.3759071,302,302,31.27154853,121.3759071,31.27681903,121.3648995,31.27418378,121.3704033,0.00263525,-0.0055038
11,普陀区,24,武威路,31.27681903,121.3648995,303,303,31.27681903,121.3648995,31.28163018,121.3495306,31.27922461,121.3572151,0.002405575,-0.00768445
11,普陀区,25,桃浦新村,31.28163018,121.3495306,304,304,31.28163018,121.3495306,31.296992,121.3233539,31.28931109,121.3364423,0.00768091,-0.01308835
11,嘉定区,26,南翔,31.296992,121.3233539,305,305,31.296992,121.3233539,31.31972179,121.2770417,31.3083569,121.3001978,0.011364895,-0.0231561
11,嘉定区,27,马陆,31.31972179,121.2770417,306,306,31.31972179,121.2770417,31.33008496,121.2544252,31.32490338,121.2657335,0.005181585,-0.01130825
11,嘉定区,28,嘉定新城,31.33008496,121.2544252,307,307,31.33008496,121.2544252,31.34536337,121.2453786,31.33772417,121.2499019,0.007639205,-0.0045233
11,嘉定区,29,白银路,31.34536337,121.2453786,308,308,31.34536337,121.2453786,31.37713188,121.2279226,31.36124763,121.2366506,0.015884255,-0.008728
11,嘉定区,30,嘉定西,31.37713188,121.2279226,309,309,31.37713188,121.2279226,31.39149632,121.2374995,31.3843141,121.2327111,0.00718222,0.00478845
11,嘉定区,31,嘉定北,31.39149632,121.2374995,310,310,31.39149632,121.2374995,31.39149632,121.2374995,31.39149632,121.2374995,0,0
11,嘉定区,32,嘉定新城,31.33008496,121.2544252,422,422,31.33008496,121.2544252,31.3318383,121.2261371,31.33096163,121.2402812,0.00087667,-0.01414405
11,嘉定区,33,上海赛车场,31.3318383,121.2261371,311,311,31.3318383,121.2261371,31.29359336,121.2004215,31.31271583,121.2132793,-0.01912247,-0.0128578
11,嘉定区,34,昌吉东路,31.29359336,121.2004215,312,312,31.29359336,121.2004215,31.28533888,121.1808451,31.28946612,121.1906333,-0.00412724,-0.0097882
11,嘉定区,35,上海汽车城,31.28533888,121.1808451,313,313,31.28533888,121.1808451,31.2884468,121.1620995,31.28689284,121.1714723,0.00155396,-0.0093728
11,嘉定区,36,安亭,31.2884468,121.1620995,314,314,31.2884468,121.1620995,31.2884468,121.1620995,31.2884468,121.1620995,0,0
5.5,闵行区,1,东川路,31.01821095,121.4198859,420,420,31.01821095,121.4198859,31.00548173,121.4234404,31.01184634,121.4216632,-0.00636461,0.00177725
5.5,闵行区,2,江川路,31.00548173,121.4234404,315,315,31.00548173,121.4234404,30.98926572,121.4324811,30.99737373,121.4279608,-0.008108005,0.00452035
5.5,奉贤区,3,西渡,30.98926572,121.4324811,316,316,30.98926572,121.4324811,30.96591638,121.4419816,30.97759105,121.4372314,-0.01167467,0.00475025
5.5,奉贤区,4,肖塘,30.96591638,121.4419816,317,317,30.96591638,121.4419816,30.94186227,121.4493002,30.95388933,121.4456409,-0.012027055,0.0036593
5.5,奉贤区,5,奉浦大道,30.94186227,121.4493002,318,318,30.94186227,121.4493002,30.93104856,121.4636298,30.93645542,121.456465,-0.005406855,0.0071648
5.5,奉贤区,6,环城东路,30.93104856,121.4493002,319,319,30.93104856,121.4636298,30.93197887,121.4837555,30.93151372,121.4736927,0.000465155,0.02439245
5.5,奉贤区,7,望园路,30.93197887,121.4493002,320,320,30.93197887,121.4837555,30.92896977,121.49248,30.93047432,121.4881178,-0.00150455,0.03881755
5.5,奉贤区,8,金海湖,30.92896977,121.4493002,321,321,30.92896977,121.49248,30.91419397,121.4961964,30.92158187,121.4943382,-0.0073879,0.045038
5.5,奉贤区,9,奉贤新城,30.91419397,121.4493002,322,322,30.91419397,121.4961964,30.91419397,121.4961964,30.91419397,121.4961964,0,0.0468962
12,闵行区,1,七莘路,31.13186528,121.4493002,323,323,31.13186528,121.3631236,31.13739852,121.3801688,31.1346319,121.3716462,0.00276662,-0.077654
12,闵行区,2,虹莘路,31.13739852,121.4493002,324,324,31.13739852,121.3801688,31.14092732,121.3923776,31.13916292,121.3862732,0.0017644,-0.063027
12,闵行区,3,顾戴路,31.14092732,121.4493002,325,325,31.14092732,121.3923776,31.15568894,121.3919795,31.14830813,121.3921786,0.00738081,-0.05712165
12,闵行区,4,东兰路,31.15568894,121.4493002,326,326,31.15568894,121.3919795,31.16033347,121.3973712,31.15801121,121.3946754,0.002322265,-0.05462485
12,闵行区,5,虹梅路,31.16033347,121.4493002,327,327,31.16033347,121.3973712,31.16410486,121.4105632,31.16221917,121.4039672,0.001885695,-0.045333
12,徐汇区,6,虹漕路,31.16410486,121.4493002,328,328,31.16410486,121.4105632,31.16687664,121.4192863,31.16549075,121.4149248,0.00138589,-0.03437545
12,徐汇区,7,桂林公园,31.16687664,121.4493002,329,329,31.16687664,121.4192863,31.16849521,121.4340741,31.16768593,121.4266802,0.000809285,-0.02262
12,徐汇区,8,漕宝路,31.16849521,121.4493002,330,330,31.16849521,121.4340741,31.16984456,121.4440376,31.16916989,121.4390559,0.000674675,-0.01024435
12,徐汇区,9,龙漕路,31.16984456,121.4493002,331,331,31.16984456,121.4440376,31.1728329,121.4528911,31.17133873,121.4484644,0.00149417,-0.00083585
12,徐汇区,10,龙华,31.1728329,121.4493002,332,332,31.1728329,121.4528911,31.18444219,121.4568737,31.17863755,121.4548824,0.005804645,0.0055822
12,徐汇区,11,龙华中路,31.18444219,121.4493002,500,500,31.18444219,121.4568737,31.19388454,121.4637821,31.18916337,121.4603279,0.004721175,0.0110277
12,徐汇区,12,大木桥路,31.19388454,121.4493002,334,334,31.19388454,121.4637821,31.20251692,121.4608704,31.19820073,121.4623263,0.00431619,0.01302605
12,徐汇区,13,嘉善路,31.20251692,121.4493002,335,335,31.20251692,121.4608704,31.21596312,121.4591278,31.20924002,121.4599991,0.0067231,0.0106989
12,徐汇区,14,陕西南路,31.21596312,121.4493002,336,336,31.21596312,121.4591278,31.22802912,121.4594448,31.22199612,121.4592863,0.006033,0.0099861
12,静安区,15,南京西路,31.22802912,121.4493002,337,337,31.22802912,121.4594448,31.24113482,121.4587262,31.23458197,121.4590855,0.00655285,0.0097853
12,静安区,16,汉中路,31.24113482,121.4493002,338,338,31.24113482,121.4587262,31.24246587,121.4716148,31.24180035,121.4651705,0.000665525,0.0158703
12,静安区,17,曲阜路,31.24246587,121.4493002,339,339,31.24246587,121.4716148,31.24434517,121.4822152,31.24340552,121.476915,0.00093965,0.0276148
12,静安区,18,天潼路,31.24434517,121.4493002,340,340,31.24434517,121.4822152,31.25019487,121.4982686,31.24727002,121.4902419,0.00292485,0.0409417
12,虹口区,19,国际客运中心,31.25019487,121.4493002,341,341,31.25019487,121.4982686,31.25350425,121.5066951,31.25184956,121.5024819,0.00165469,0.05318165
12,虹口区,20,提篮桥,31.25350425,121.4493002,342,342,31.25350425,121.5066951,31.25823756,121.5128632,31.25587091,121.5097792,0.002366655,0.06047895
